worksheet_name,line_num,line_description,example_sas_column,current_description
,1,,E1_1_HOS_C4_1,Hospital | Line 1 | Col 4
"E, Part B: Settlement - SNF",3000,,E_B_SNF_C1_30,Skilled Nursing Facility | Line 30 | Col 1
"E, Part B: Settlement - SNF",3100,,E_B_SNF_C1_31,Skilled Nursing Facility | Line 31 | Col 1
"E, Part B: Settlement - SNF",3200,,E_B_SNF_C1_32,Skilled Nursing Facility | Line 32 | Col 1
"E, Part B: Settlement - SNF",3300,,E_B_SNF_C1_33,Skilled Nursing Facility | Line 33 | Col 1
"E, Part B: Settlement - SNF",3400,,E_B_SNF_C1_34,Skilled Nursing Facility | Line 34 | Col 1
"E, Part B: Settlement - SNF",3500,,E_B_SNF_C1_35,Skilled Nursing Facility | Line 35 | Col 1
"E, Part B: Settlement - SNF",3600,,E_B_SNF_C1_36,Skilled Nursing Facility | Line 36 | Col 1
"E, Part B: Settlement - SNF",3700,,E_B_SNF_C1_37,Skilled Nursing Facility | Line 37 | Col 1
"E, Part B: Settlement - SNF",3800,,E_B_SNF_C1_38,Skilled Nursing Facility | Line 38 | Col 1
"E, Part B: Settlement - SNF",3900,,E_B_SNF_C1_39,Skilled Nursing Facility | Line 39 | Col 1
"E, Part B: Settlement - SNF",4000,,E_B_SNF_C1_40,Skilled Nursing Facility | Line 40 | Col 1
"E, Part B: Settlement - SNF",4100,,E_B_SNF_C1_41,Skilled Nursing Facility | Line 41 | Col 1
"E, Part B: Settlement - SNF",4200,,E_B_SNF_C1_42,Skilled Nursing Facility | Line 42 | Col 1
"E, Part B: Settlement - SNF",4300,,E_B_SNF_C1_43,Skilled Nursing Facility | Line 43 | Col 1
"E, Part B: Settlement - SNF",4400,,E_B_SNF_C1_44,Skilled Nursing Facility | Line 44 | Col 1
"E, Part B: Settlement - Subprovider 1",100,,E_B_SUB1_C1_1,Subprovider 1 | Line 1 | Col 1
"E, Part B: Settlement - Subprovider 1",200,,E_B_SUB1_C1_2,Subprovider 1 | Line 2 | Col 1
"E, Part B: Settlement - Subprovider 1",300,,E_B_SUB1_C1_3,Subprovider 1 | Line 3 | Col 1
"E, Part B: Settlement - Subprovider 1",400,,E_B_SUB1_C1_4,Subprovider 1 | Line 4 | Col 1
"E, Part B: Settlement - Subprovider 1",500,,E_B_SUB1_C1_5,Subprovider 1 | Line 5 | Col 1
"E, Part B: Settlement - Subprovider 1",600,,E_B_SUB1_C1_6,Subprovider 1 | Line 6 | Col 1
"E, Part B: Settlement - Subprovider 1",700,,E_B_SUB1_C1_7,Subprovider 1 | Line 7 | Col 1
"E, Part B: Settlement - Subprovider 1",800,,E_B_SUB1_C1_8,Subprovider 1 | Line 8 | Col 1
"E, Part B: Settlement - Subprovider 1",900,,E_B_SUB1_C1_9,Subprovider 1 | Line 9 | Col 1
"E, Part B: Settlement - Subprovider 1",1000,,E_B_SUB1_C1_10,Subprovider 1 | Line 10 | Col 1
"E, Part B: Settlement - Subprovider 1",1100,,E_B_SUB1_C1_11,Subprovider 1 | Line 11 | Col 1
"E, Part B: Settlement - Subprovider 1",1200,,E_B_SUB1_C1_12,Subprovider 1 | Line 12 | Col 1
"E, Part B: Settlement - Subprovider 1",1300,,E_B_SUB1_C1_13,Subprovider 1 | Line 13 | Col 1
"E, Part B: Settlement - Subprovider 1",1400,,E_B_SUB1_C1_14,Subprovider 1 | Line 14 | Col 1
"E, Part B: Settlement - Subprovider 1",1500,,E_B_SUB1_C1_15,Subprovider 1 | Line 15 | Col 1
"E, Part B: Settlement - Subprovider 1",1600,,E_B_SUB1_C1_16,Subprovider 1 | Line 16 | Col 1
"E, Part B: Settlement - Subprovider 1",1700,,E_B_SUB1_C1_17,Subprovider 1 | Line 17 | Col 1
"E, Part B: Settlement - Subprovider 1",1800,,E_B_SUB1_C1_18,Subprovider 1 | Line 18 | Col 1
"E, Part B: Settlement - Subprovider 1",1900,,E_B_SUB1_C1_19,Subprovider 1 | Line 19 | Col 1
"E, Part B: Settlement - Subprovider 1",2000,,E_B_SUB1_C1_20,Subprovider 1 | Line 20 | Col 1
"E, Part B: Settlement - Subprovider 1",2100,,E_B_SUB1_C1_21,Subprovider 1 | Line 21 | Col 1
"E, Part B: Settlement - Subprovider 1",2200,,E_B_SUB1_C1_22,Subprovider 1 | Line 22 | Col 1
"E, Part B: Settlement - Subprovider 1",2300,,E_B_SUB1_C1_23,Subprovider 1 | Line 23 | Col 1
"E, Part B: Settlement - Subprovider 1",2400,,E_B_SUB1_C1_24,Subprovider 1 | Line 24 | Col 1
"E, Part B: Settlement - Subprovider 1",2500,,E_B_SUB1_C1_25,Subprovider 1 | Line 25 | Col 1
"E, Part B: Settlement - Subprovider 1",2600,,E_B_SUB1_C1_26,Subprovider 1 | Line 26 | Col 1
"E, Part B: Settlement - Subprovider 1",2700,,E_B_SUB1_C1_27,Subprovider 1 | Line 27 | Col 1
"E, Part B: Settlement - Subprovider 1",2800,,E_B_SUB1_C1_28,Subprovider 1 | Line 28 | Col 1
"E, Part B: Settlement - Subprovider 1",2900,,E_B_SUB1_C1_29,Subprovider 1 | Line 29 | Col 1
"E, Part B: Settlement - Subprovider 1",3000,,E_B_SUB1_C1_30,Subprovider 1 | Line 30 | Col 1
"E, Part B: Settlement - Subprovider 1",3100,,E_B_SUB1_C1_31,Subprovider 1 | Line 31 | Col 1
"E, Part B: Settlement - Subprovider 1",3200,,E_B_SUB1_C1_32,Subprovider 1 | Line 32 | Col 1
"E, Part B: Settlement - Subprovider 1",3300,,E_B_SUB1_C1_33,Subprovider 1 | Line 33 | Col 1
"E, Part B: Settlement - Subprovider 1",3400,,E_B_SUB1_C1_34,Subprovider 1 | Line 34 | Col 1
"E, Part B: Settlement - Subprovider 1",3500,,E_B_SUB1_C1_35,Subprovider 1 | Line 35 | Col 1
"E, Part B: Settlement - Subprovider 1",3600,,E_B_SUB1_C1_36,Subprovider 1 | Line 36 | Col 1
"E, Part B: Settlement - Subprovider 1",3700,,E_B_SUB1_C1_37,Subprovider 1 | Line 37 | Col 1
"E, Part B: Settlement - Subprovider 1",3800,,E_B_SUB1_C1_38,Subprovider 1 | Line 38 | Col 1
"E, Part B: Settlement - Subprovider 1",3900,,E_B_SUB1_C1_39,Subprovider 1 | Line 39 | Col 1
"E, Part B: Settlement - Subprovider 1",4000,,E_B_SUB1_C1_40,Subprovider 1 | Line 40 | Col 1
"E, Part B: Settlement - Subprovider 1",4100,,E_B_SUB1_C1_41,Subprovider 1 | Line 41 | Col 1
"E, Part B: Settlement - Subprovider 1",4200,,E_B_SUB1_C1_42,Subprovider 1 | Line 42 | Col 1
"E, Part B: Settlement - Subprovider 1",4300,,E_B_SUB1_C1_43,Subprovider 1 | Line 43 | Col 1
"E, Part B: Settlement - Subprovider 1",4400,,E_B_SUB1_C1_44,Subprovider 1 | Line 44 | Col 1
"E, Part B: Settlement - Subprovider 2",100,,E_B_SUB2_C1_1,Subprovider 2 | Line 1 | Col 1
"E, Part B: Settlement - Subprovider 2",200,,E_B_SUB2_C1_2,Subprovider 2 | Line 2 | Col 1
"E, Part B: Settlement - Subprovider 2",300,,E_B_SUB2_C1_3,Subprovider 2 | Line 3 | Col 1
"E, Part B: Settlement - Subprovider 2",400,,E_B_SUB2_C1_4,Subprovider 2 | Line 4 | Col 1
"E, Part B: Settlement - Subprovider 2",500,,E_B_SUB2_C1_5,Subprovider 2 | Line 5 | Col 1
"E, Part B: Settlement - Subprovider 2",600,,E_B_SUB2_C1_6,Subprovider 2 | Line 6 | Col 1
"E, Part B: Settlement - Subprovider 2",700,,E_B_SUB2_C1_7,Subprovider 2 | Line 7 | Col 1
"E, Part B: Settlement - Subprovider 2",800,,E_B_SUB2_C1_8,Subprovider 2 | Line 8 | Col 1
"E, Part B: Settlement - Subprovider 2",900,,E_B_SUB2_C1_9,Subprovider 2 | Line 9 | Col 1
"E, Part B: Settlement - Subprovider 2",1000,,E_B_SUB2_C1_10,Subprovider 2 | Line 10 | Col 1
"E, Part B: Settlement - Subprovider 2",1100,,E_B_SUB2_C1_11,Subprovider 2 | Line 11 | Col 1
"E, Part B: Settlement - Subprovider 2",1200,,E_B_SUB2_C1_12,Subprovider 2 | Line 12 | Col 1
"E, Part B: Settlement - Subprovider 2",1300,,E_B_SUB2_C1_13,Subprovider 2 | Line 13 | Col 1
"E, Part B: Settlement - Subprovider 2",1400,,E_B_SUB2_C1_14,Subprovider 2 | Line 14 | Col 1
"E, Part B: Settlement - Subprovider 2",1500,,E_B_SUB2_C1_15,Subprovider 2 | Line 15 | Col 1
"E, Part B: Settlement - Subprovider 2",1600,,E_B_SUB2_C1_16,Subprovider 2 | Line 16 | Col 1
"E, Part B: Settlement - Subprovider 2",1700,,E_B_SUB2_C1_17,Subprovider 2 | Line 17 | Col 1
"E, Part B: Settlement - Subprovider 2",1800,,E_B_SUB2_C1_18,Subprovider 2 | Line 18 | Col 1
"E, Part B: Settlement - Subprovider 2",1900,,E_B_SUB2_C1_19,Subprovider 2 | Line 19 | Col 1
"E, Part B: Settlement - Subprovider 2",2000,,E_B_SUB2_C1_20,Subprovider 2 | Line 20 | Col 1
"E, Part B: Settlement - Subprovider 2",2100,,E_B_SUB2_C1_21,Subprovider 2 | Line 21 | Col 1
"E, Part B: Settlement - Subprovider 2",2200,,E_B_SUB2_C1_22,Subprovider 2 | Line 22 | Col 1
"E, Part B: Settlement - Subprovider 2",2300,,E_B_SUB2_C1_23,Subprovider 2 | Line 23 | Col 1
"E, Part B: Settlement - Subprovider 2",2400,,E_B_SUB2_C1_24,Subprovider 2 | Line 24 | Col 1
"E, Part B: Settlement - Subprovider 2",2500,,E_B_SUB2_C1_25,Subprovider 2 | Line 25 | Col 1
"E, Part B: Settlement - Subprovider 2",2600,,E_B_SUB2_C1_26,Subprovider 2 | Line 26 | Col 1
"E, Part B: Settlement - Subprovider 2",2700,,E_B_SUB2_C1_27,Subprovider 2 | Line 27 | Col 1
"E, Part B: Settlement - Subprovider 2",2800,,E_B_SUB2_C1_28,Subprovider 2 | Line 28 | Col 1
"E, Part B: Settlement - Subprovider 2",2900,,E_B_SUB2_C1_29,Subprovider 2 | Line 29 | Col 1
"E, Part B: Settlement - Subprovider 2",3000,,E_B_SUB2_C1_30,Subprovider 2 | Line 30 | Col 1
"E, Part B: Settlement - Subprovider 2",3100,,E_B_SUB2_C1_31,Subprovider 2 | Line 31 | Col 1
"E, Part B: Settlement - Subprovider 2",3200,,E_B_SUB2_C1_32,Subprovider 2 | Line 32 | Col 1
"E, Part B: Settlement - Subprovider 2",3300,,E_B_SUB2_C1_33,Subprovider 2 | Line 33 | Col 1
"E, Part B: Settlement - Subprovider 2",3400,,E_B_SUB2_C1_34,Subprovider 2 | Line 34 | Col 1
"E, Part B: Settlement - Subprovider 2",3500,,E_B_SUB2_C1_35,Subprovider 2 | Line 35 | Col 1
"E, Part B: Settlement - Subprovider 2",3600,,E_B_SUB2_C1_36,Subprovider 2 | Line 36 | Col 1
"E, Part B: Settlement - Subprovider 2",3700,,E_B_SUB2_C1_37,Subprovider 2 | Line 37 | Col 1
"E, Part B: Settlement - Subprovider 2",3800,,E_B_SUB2_C1_38,Subprovider 2 | Line 38 | Col 1
"E, Part B: Settlement - Subprovider 2",3900,,E_B_SUB2_C1_39,Subprovider 2 | Line 39 | Col 1
"E, Part B: Settlement - Subprovider 2",4000,,E_B_SUB2_C1_40,Subprovider 2 | Line 40 | Col 1
"E, Part B: Settlement - Subprovider 2",4100,,E_B_SUB2_C1_41,Subprovider 2 | Line 41 | Col 1
"E, Part B: Settlement - Subprovider 2",4200,,E_B_SUB2_C1_42,Subprovider 2 | Line 42 | Col 1
"E, Part B: Settlement - Subprovider 2",4300,,E_B_SUB2_C1_43,Subprovider 2 | Line 43 | Col 1
"E, Part B: Settlement - Subprovider 2",4400,,E_B_SUB2_C1_44,Subprovider 2 | Line 44 | Col 1
"E-1, Part II: Settlement",100,,E1_2_HOS_C1_1,Hospital | Line 1 | Col 1
"E-1, Part II: Settlement",200,,E1_2_HOS_C1_2,Hospital | Line 2 | Col 1
"E-1, Part II: Settlement",300,,E1_2_HOS_C1_3,Hospital | Line 3 | Col 1
"E-1, Part II: Settlement",400,,E1_2_HOS_C1_4,Hospital | Line 4 | Col 1
"E-1, Part II: Settlement",500,,E1_2_HOS_C1_5,Hospital | Line 5 | Col 1
"E-1, Part II: Settlement",600,,E1_2_HOS_C1_6,Hospital | Line 6 | Col 1
"E-1, Part II: Settlement",700,,E1_2_HOS_C1_7,Hospital | Line 7 | Col 1
"E-1, Part II: Settlement",800,,E1_2_HOS_C1_8,Hospital | Line 8 | Col 1
"E-1, Part II: Settlement",3000,,E1_2_HOS_C1_30,Hospital | Line 30 | Col 1
"E-1, Part II: Settlement",3100,,E1_2_HOS_C1_31,Hospital | Line 31 | Col 1
"E-1, Part II: Settlement",3200,,E1_2_HOS_C1_32,Hospital | Line 32 | Col 1
E-2: Swing Bed SNF,100,,E2_SWSNF_C1_1,Swing Bed SNF | Line 1 | Col 1
E-2: Swing Bed SNF,200,,E2_SWSNF_C1_2,Swing Bed SNF | Line 2 | Col 1
E-2: Swing Bed SNF,300,,E2_SWSNF_C1_3,Swing Bed SNF | Line 3 | Col 1
E-2: Swing Bed SNF,400,,E2_SWSNF_C1_4,Swing Bed SNF | Line 4 | Col 1
E-2: Swing Bed SNF,500,,E2_SWSNF_C1_5,Swing Bed SNF | Line 5 | Col 1
E-2: Swing Bed SNF,600,,E2_SWSNF_C1_6,Swing Bed SNF | Line 6 | Col 1
E-2: Swing Bed SNF,700,,E2_SWSNF_C1_7,Swing Bed SNF | Line 7 | Col 1
E-2: Swing Bed SNF,800,,E2_SWSNF_C1_8,Swing Bed SNF | Line 8 | Col 1
E-2: Swing Bed SNF,900,,E2_SWSNF_C1_9,Swing Bed SNF | Line 9 | Col 1
E-2: Swing Bed SNF,1000,,E2_SWSNF_C1_10,Swing Bed SNF | Line 10 | Col 1
E-2: Swing Bed SNF,1100,,E2_SWSNF_C1_11,Swing Bed SNF | Line 11 | Col 1
E-2: Swing Bed SNF,1200,,E2_SWSNF_C1_12,Swing Bed SNF | Line 12 | Col 1
E-2: Swing Bed SNF,1300,,E2_SWSNF_C1_13,Swing Bed SNF | Line 13 | Col 1
E-2: Swing Bed SNF,1400,,E2_SWSNF_C1_14,Swing Bed SNF | Line 14 | Col 1
E-2: Swing Bed SNF,1500,,E2_SWSNF_C1_15,Swing Bed SNF | Line 15 | Col 1
E-2: Swing Bed SNF,1600,,E2_SWSNF_C1_16,Swing Bed SNF | Line 16 | Col 1
E-2: Swing Bed SNF,1700,,E2_SWSNF_C1_17,Swing Bed SNF | Line 17 | Col 1
E-2: Swing Bed SNF,1800,,E2_SWSNF_C1_18,Swing Bed SNF | Line 18 | Col 1
E-2: Swing Bed SNF,1900,,E2_SWSNF_C1_19,Swing Bed SNF | Line 19 | Col 1
E-2: Swing Bed SNF,2000,,E2_SWSNF_C1_20,Swing Bed SNF | Line 20 | Col 1
E-2: Swing Bed SNF,2100,,E2_SWSNF_C1_21,Swing Bed SNF | Line 21 | Col 1
E-2: Swing Bed SNF,2200,,E2_SWSNF_C1_22,Swing Bed SNF | Line 22 | Col 1
E-2: Swing Bed SNF,2300,,E2_SWSNF_C1_23,Swing Bed SNF | Line 23 | Col 1
"E-3, Part I: Settlement - Hospital",100,,E3_1_HOS_C1_1,Hospital | Line 1 | Col 1
"E-3, Part I: Settlement - Hospital",200,,E3_1_HOS_C1_2,Hospital | Line 2 | Col 1
"E-3, Part I: Settlement - Hospital",300,,E3_1_HOS_C1_3,Hospital | Line 3 | Col 1
"E-3, Part I: Settlement - Hospital",400,,E3_1_HOS_C1_4,Hospital | Line 4 | Col 1
"E-3, Part I: Settlement - Hospital",500,,E3_1_HOS_C1_5,Hospital | Line 5 | Col 1
"E-3, Part I: Settlement - Hospital",600,,E3_1_HOS_C1_6,Hospital | Line 6 | Col 1
"E-3, Part I: Settlement - Hospital",700,,E3_1_HOS_C1_7,Hospital | Line 7 | Col 1
"E-3, Part I: Settlement - Hospital",800,,E3_1_HOS_C1_8,Hospital | Line 8 | Col 1
"E-3, Part I: Settlement - Hospital",900,,E3_1_HOS_C1_9,Hospital | Line 9 | Col 1
"E-3, Part I: Settlement - Hospital",1000,,E3_1_HOS_C1_10,Hospital | Line 10 | Col 1
"E-3, Part I: Settlement - Hospital",1100,,E3_1_HOS_C1_11,Hospital | Line 11 | Col 1
"E-3, Part I: Settlement - Hospital",1200,,E3_1_HOS_C1_12,Hospital | Line 12 | Col 1
"E-3, Part I: Settlement - Hospital",1300,,E3_1_HOS_C1_13,Hospital | Line 13 | Col 1
"E-3, Part I: Settlement - Hospital",1400,,E3_1_HOS_C1_14,Hospital | Line 14 | Col 1
"E-3, Part I: Settlement - Hospital",1500,,E3_1_HOS_C1_15,Hospital | Line 15 | Col 1
"E-3, Part I: Settlement - Hospital",1600,,E3_1_HOS_C1_16,Hospital | Line 16 | Col 1
"E-3, Part I: Settlement - Hospital",1700,,E3_1_HOS_C1_17,Hospital | Line 17 | Col 1
"E-3, Part I: Settlement - Hospital",1800,,E3_1_HOS_C1_18,Hospital | Line 18 | Col 1
"E-3, Part I: Settlement - Hospital",1900,,E3_1_HOS_C1_19,Hospital | Line 19 | Col 1
"E-3, Part I: Settlement - Hospital",2000,,E3_1_HOS_C1_20,Hospital | Line 20 | Col 1
"E-3, Part I: Settlement - Hospital",2100,,E3_1_HOS_C1_21,Hospital | Line 21 | Col 1
"E-3, Part I: Settlement - Hospital",2200,,E3_1_HOS_C1_22,Hospital | Line 22 | Col 1
"E-3, Part I: Settlement - IPF",100,,E3_1_IPF_C1_1,Inpatient Psychiatric Facility | Line 1 | Col 1
"E-3, Part I: Settlement - IPF",200,,E3_1_IPF_C1_2,Inpatient Psychiatric Facility | Line 2 | Col 1
"E-3, Part I: Settlement - IPF",300,,E3_1_IPF_C1_3,Inpatient Psychiatric Facility | Line 3 | Col 1
"E-3, Part I: Settlement - IPF",400,,E3_1_IPF_C1_4,Inpatient Psychiatric Facility | Line 4 | Col 1
"E-3, Part I: Settlement - IPF",500,,E3_1_IPF_C1_5,Inpatient Psychiatric Facility | Line 5 | Col 1
"E-3, Part I: Settlement - IPF",600,,E3_1_IPF_C1_6,Inpatient Psychiatric Facility | Line 6 | Col 1
"E-3, Part I: Settlement - IPF",700,,E3_1_IPF_C1_7,Inpatient Psychiatric Facility | Line 7 | Col 1
"E-3, Part I: Settlement - IPF",800,,E3_1_IPF_C1_8,Inpatient Psychiatric Facility | Line 8 | Col 1
"E-3, Part I: Settlement - IPF",900,,E3_1_IPF_C1_9,Inpatient Psychiatric Facility | Line 9 | Col 1
"E-3, Part I: Settlement - IPF",1000,,E3_1_IPF_C1_10,Inpatient Psychiatric Facility | Line 10 | Col 1
"E-3, Part I: Settlement - IPF",1100,,E3_1_IPF_C1_11,Inpatient Psychiatric Facility | Line 11 | Col 1
"E-3, Part I: Settlement - IPF",1200,,E3_1_IPF_C1_12,Inpatient Psychiatric Facility | Line 12 | Col 1
"E-3, Part I: Settlement - IPF",1300,,E3_1_IPF_C1_13,Inpatient Psychiatric Facility | Line 13 | Col 1
"E-3, Part I: Settlement - IPF",1400,,E3_1_IPF_C1_14,Inpatient Psychiatric Facility | Line 14 | Col 1
"E-3, Part I: Settlement - IPF",1500,,E3_1_IPF_C1_15,Inpatient Psychiatric Facility | Line 15 | Col 1
"E-3, Part I: Settlement - IPF",1600,,E3_1_IPF_C1_16,Inpatient Psychiatric Facility | Line 16 | Col 1
"E-3, Part I: Settlement - IPF",1700,,E3_1_IPF_C1_17,Inpatient Psychiatric Facility | Line 17 | Col 1
"E-3, Part I: Settlement - IPF",1800,,E3_1_IPF_C1_18,Inpatient Psychiatric Facility | Line 18 | Col 1
"E-3, Part I: Settlement - IPF",1900,,E3_1_IPF_C1_19,Inpatient Psychiatric Facility | Line 19 | Col 1
"E-3, Part I: Settlement - IPF",2000,,E3_1_IPF_C1_20,Inpatient Psychiatric Facility | Line 20 | Col 1
"E-3, Part I: Settlement - IPF",2100,,E3_1_IPF_C1_21,Inpatient Psychiatric Facility | Line 21 | Col 1
"E-3, Part I: Settlement - IPF",2200,,E3_1_IPF_C1_22,Inpatient Psychiatric Facility | Line 22 | Col 1
"E-3, Part I: Settlement - IRF",100,,E3_1_IRF_C1_1,Inpatient Rehabilitation Facility | Line 1 | Col 1
"E-3, Part I: Settlement - IRF",200,,E3_1_IRF_C1_2,Inpatient Rehabilitation Facility | Line 2 | Col 1
"E-3, Part I: Settlement - IRF",300,,E3_1_IRF_C1_3,Inpatient Rehabilitation Facility | Line 3 | Col 1
"E-3, Part I: Settlement - IRF",400,,E3_1_IRF_C1_4,Inpatient Rehabilitation Facility | Line 4 | Col 1
"E-3, Part I: Settlement - IRF",500,,E3_1_IRF_C1_5,Inpatient Rehabilitation Facility | Line 5 | Col 1
"E-3, Part I: Settlement - IRF",600,,E3_1_IRF_C1_6,Inpatient Rehabilitation Facility | Line 6 | Col 1
"E-3, Part I: Settlement - IRF",700,,E3_1_IRF_C1_7,Inpatient Rehabilitation Facility | Line 7 | Col 1
