sas_column,description,data_type,worksheet_code,worksheet_name,line_num,column_num,column_header,category,subcategory
E_A_HOS_C101_101,Hospital | Line 1.01 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00101,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_102,Hospital | Line 1.02 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00102,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_2,Hospital | Line 2 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00200,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_201,Hospital | Line 2.01 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00201,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_202,Hospital | Line 2.02 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00202,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_203,Hospital | Line 2.03 | Col 101,UNKNOWN,,,203,101,,nan,nan
E_A_HOS_C101_204,Hospital | Line 2.04 | Col 101,UNKNOWN,,,204,101,,nan,nan
E_A_HOS_C101_22,Hospital | Line 22 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",02200,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_28,Hospital | Line 28 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",02800,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_29,Hospital | Line 29 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",02900,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_2901,Hospital | Line 29.01 | Col 101,UNKNOWN,,,2901,101,,nan,nan
E_A_HOS_C101_3,Hospital | Line 3 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00300,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_33,Hospital | Line 33 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",03300,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_34,Hospital | Line 34 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",03400,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_47,Hospital | Line 47 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",04700,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C101_48,Hospital | Line 48 | Col 101,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",04800,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT (PPS),nan,nan
E_A_HOS_C1_1,Hospital | Line 1 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00100,00100,Amount,nan,nan
E_A_HOS_C1_2,Hospital | Line 2 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00200,00100,Amount,nan,nan
E_A_HOS_C1_201,Hospital | Line 2.01 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00201,00100,Amount,nan,nan
E_A_HOS_C1_202,Hospital | Line 2.02 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00202,00100,Amount,nan,nan
E_A_HOS_C1_2899,Hospital | Line 28.99 | Col 1,NUMERIC,E00A181,"E, Part A: Settlement - Hospital",02899,00100,Amount,nan,nan
E_A_HOS_C1_37,Hospital | Line 37 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",03700,00100,Amount,nan,nan
E_A_HOS_C1_38,Hospital | Line 38 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",03800,00100,Amount,nan,nan
E_A_HOS_C1_39,Hospital | Line 39 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",03900,00100,Amount,nan,nan
E_A_HOS_C1_51,Hospital | Line 51 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",05100,00100,Amount,nan,nan
E_A_HOS_C1_55,Hospital | Line 55 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",05500,00100,Amount,nan,nan
E_A_HOS_C1_56,Hospital | Line 56 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",05600,00100,Amount,nan,nan
E_A_HOS_C1_68,Hospital | Line 68 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",06800,00100,Amount,nan,nan
E_A_HOS_C1_69,Hospital | Line 69 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",06900,00100,Amount,nan,nan
E_A_HOS_C1_701,Hospital | Line 7.01 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00701,00100,Amount,nan,nan
E_A_HOS_C1_7089,Hospital | Line 70.89 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",07089,00100,Amount,nan,nan
E_A_HOS_C1_7090,Hospital | Line 70.90 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",07090,00100,Amount,nan,nan
E_A_HOS_C1_7091,Hospital | Line 70.91 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",07091,00100,Amount,nan,nan
E_A_HOS_C1_7092,Hospital | Line 70.92 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",07092,00100,Amount,nan,nan
E_A_HOS_C1_7095,Hospital | Line 70.95 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",07095,00100,Amount,nan,nan
E_A_HOS_C1_7098,Hospital | Line 70.98 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",07098,00100,Amount,nan,nan
E_A_HOS_C1_802,Hospital | Line 8.02 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",00802,00100,Amount,nan,nan
E_A_HOS_C1_92,Hospital | Line 92 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",09200,00100,Amount,nan,nan
E_A_HOS_C1_93,Hospital | Line 93 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",09300,00100,Amount,nan,nan
E_A_HOS_C1_94,Hospital | Line 94 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",09400,00100,Amount,nan,nan
E_A_HOS_C1_95,Hospital | Line 95 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",09500,00100,Amount,nan,nan
E_A_HOS_C1_96,Hospital | Line 96 | Col 1,NUMERIC,E00A18A,"E, Part A: Settlement - Hospital",09600,00100,Amount,nan,nan
E_B_HOS_C101_2,Medical and Other Services reimbursed by OPPS,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",00200,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C101_3,OPPS payments,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",00300,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C101_4,Outlier payments,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",00400,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C101_5,Payment to cost ratio,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",00500,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C101_6,Line 2 times line 5,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",00600,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C101_7,"Sum of lines 3,4 divided by line 6",NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",00700,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C101_8,Transitional corridor payment,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",00800,00101,CALCULATION OF REIMBURSEMENT SETTLEMENT,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C1_10,Organ acquisition,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",01000,00100,Amount,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C1_13,Organ acquisition charges,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",01300,00100,Amount,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C1_15,Aggregate amount collected from patients,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",01500,00100,Amount,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C1_16,Amounts expected under 42 CFR,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",01600,00100,Amount,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C1_17,Ratio of line 15 to line 16,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",01700,00100,Amount,CALCULATION OF REIMBURSEMENT SETTLEMENT,
E_B_HOS_C1_20,Excess of reasonable cost over reasonable charges,NUMERIC,E00A18B,"E, Part B: Settlement - Hospital",02000,00100,Amount,CALCULATION OF REIMBURSEMENT SETTLEMENT,
